"id","nama","email","pekerjaan","wilayah","umur","pendapatan","status_pernikahan","tanggal_survey"
5577,Rendra Leo,kamila.airlangga@gmail.com,Central Factors Liaison,Cikarang,31,9272299.00,true,2025-07-22
5578,Vinsen Irfandi,yoga.hastuti@gmail.co.id,Senior Markets Associate,Kediri,39,14957209.00,true,2025-06-23
5579,Ilsa Mulyani,hartaka4@yahoo.com,Direct Security Representative,Blitar,19,15873899.00,true,2025-06-08
5580,Rajata Aswani,kezia.narpati@gmail.co.id,District Communications Coordinator,Klaten,56,13106493.00,false,2026-01-27
5581,Nasyiah Tri,gilang94@yahoo.com,Lead Optimization Planner,Cibinong,54,9012423.00,true,2025-10-21
5582,Hidayanto Laswi,alika_putri@gmail.co.id,Investor Configuration Technician,Depok,59,20431575.00,true,2025-06-23
5583,Hasta Rajasa,rosa.januar@yahoo.co.id,Dynamic Group Strategist,Buol,51,6018789.00,false,2025-12-01
5584,Salimah Salimah Andriani,maida_salsabilla42@yahoo.com,National Integration Coordinator,Bungku,23,8748454.00,false,2025-06-05
5585,Nashiruddin Murti,cahyono_palastri98@gmail.com,Regional Identity Representative,Banyumas,35,16327781.00,false,2025-10-09
5586,Agnes Usada,vicky.saefullah@yahoo.com,Legacy Interactions Executive,Singaparna,19,14397645.00,false,2026-01-11
5587,Faresta Gading,carla.ahmad57@gmail.com,District Directives Manager,Rumbia,18,22721769.00,false,2025-11-17
5588,Ifa Nasyidah,gabriella10@gmail.co.id,Future Response Specialist,Ngawi,25,21833891.00,false,2025-08-13
5589,Satya Satya Budiyanto,rusman_laksmiwati96@gmail.co.id,International Interactions Manager,Buranga,25,22021881.00,false,2026-03-19
5590,Hari Hari Yulianto,ade.winarsih40@gmail.com,Legacy Configuration Planner,Kebumen,35,15349895.00,true,2026-02-06
5591,Purnawati Maya,safira.natsir@yahoo.co.id,International Optimization Manager,Kepanjen,52,14089079.00,false,2025-06-14
5592,Saefullah Tri,gadis28@gmail.com,Principal Data Planner,Ampana,48,9566100.00,true,2026-01-02
5593,Wani Wani Nathania,yulia11@gmail.co.id,Human Infrastructure Strategist,Sumber,57,4423196.00,true,2025-11-27
5594,Haryanto Umay,halim.haryanti73@gmail.co.id,Internal Operations Planner,Unaaha,46,7193455.00,true,2026-03-23
5595,Kasim Kasim Yanuar,tri.maheswari64@yahoo.co.id,Forward Factors Analyst,Madiun,31,24736471.00,false,2026-01-19
5596,Calista Calista Yulianti,danuja.gunarto@gmail.co.id,Future Usability Technician,Magetan,49,6296349.00,true,2025-06-25
5597,Banara Banara Permadi,labuh_mandasari@yahoo.co.id,Future Security Director,Bulukumba,19,4900761.00,true,2025-07-27
5598,Gunarto Cakrabuana,restu96@yahoo.co.id,Chief Usability Architect,Poso,53,24829589.00,true,2026-02-05
5599,Eli Eli Zulaika,cengkir_natsir@gmail.co.id,Forward Web Director,Tuban,57,24105365.00,true,2025-06-24
5600,Saragih Jarwadi,puti.anandya@yahoo.co.id,Direct Implementation Engineer,Pekalongan,64,9268755.00,true,2025-05-10
5601,Sirait Wira,kani_yulianto@yahoo.co.id,Lead Assurance Producer,Selong,46,5057341.00,true,2025-10-12
5602,Dipa Putra,ellis13@gmail.com,Internal Paradigm Assistant,Magetan,53,16684951.00,false,2025-05-31
5603,Icha Kahyang,dwi97@gmail.com,Central Metrics Facilitator,Bangli,61,5235148.00,false,2025-06-18
5604,Gunarto Anom,purwa_kuswandari70@gmail.com,District Division Coordinator,Sleman,63,13954761.00,false,2025-11-06
5605,Linda Laksmiwati,ida_halimah4@gmail.com,Legacy Solutions Coordinator,Tondano,23,16470076.00,true,2025-05-06
5606,Zulaika Kani,yunita5@gmail.co.id,Legacy Interactions Liaison,Ungaran,63,7859470.00,false,2025-04-12
5607,Wardana Rafi,nasrullah_salsabilla2@gmail.com,Forward Accounts Liaison,Masamba,21,19365050.00,false,2025-06-17
5608,Julia Nuraini,fara.aqila@yahoo.co.id,Direct Marketing Director,Cilegon,32,10117740.00,true,2025-08-28
5609,Yuliana Azzahra,warsita_febian46@yahoo.co.id,Regional Creative Manager,Cibinong,31,4256538.00,true,2025-10-02
5610,Sarah Sarah Harini,belinda41@gmail.com,Product Functionality Administrator,Salatiga,63,17774858.00,true,2025-11-09
5611,Mahendra Kasiran,tri_mahardika@gmail.com,Principal Operations Technician,Sumbawa Besar,56,4126235.00,false,2025-12-12
5612,Hairyanto Hairyanto Damanik,fitri_antoni15@yahoo.co.id,Product Group Analyst,Kediri,65,23830648.00,true,2025-07-29
5613,Wakiman Wakiman Wardana,tri.setiawan19@yahoo.com,Senior Creative Supervisor,Bitung,49,8613056.00,true,2025-09-16
5614,Aurora Aurora Rahmawati,cinta94@yahoo.com,District Data Assistant,Temanggung,52,21544713.00,true,2025-10-01
5615,Nurdiyanti Dyah,lantar12@yahoo.com,Direct Data Officer,Slawi,36,11225343.00,true,2025-10-24
5616,Mahfud Mahfud Suryono,rahmi91@gmail.co.id,Chief Intranet Technician,Unaaha,36,16348328.00,true,2025-06-15
5617,Cecep Simbolon,cakrawala79@gmail.com,District Research Consultant,Trenggalek,32,9407503.00,true,2026-01-25
5618,Nadine Nurdiyanti,balijan52@gmail.com,Product Marketing Liaison,Selong,63,14675581.00,false,2026-03-24
5619,Indah Indah Yuliarti,queen79@gmail.com,Direct Branding Agent,Taliwang,65,24183953.00,false,2025-10-25
5620,Rahimah Cornelia,carla56@gmail.com,Direct Branding Manager,Banyuwangi,25,19972273.00,false,2026-01-12
5621,Yunita Farida,niyaga_perdana@gmail.co.id,Customer Factors Architect,Sigi Biromaru,43,18562935.00,true,2026-01-28
5622,Jelita Rahmawati,karen41@yahoo.com,National Interactions Officer,Anyer,38,16439015.00,true,2025-07-16
5623,Liman Liman Januar,among_prasasta97@yahoo.com,Regional Configuration Supervisor,Anyer,53,15973200.00,false,2025-06-13
5624,Laila Laila Maryati,shania.leilani36@gmail.co.id,Dynamic Response Officer,Manado,64,13060171.00,true,2025-11-30
5625,Rudi Kusumo,talia67@gmail.com,Human Assurance Engineer,Bondowoso,65,3896133.00,true,2025-10-27
5626,Yudhistira Prayogo,winda.januar53@gmail.com,International Optimization Developer,Lumajang,24,18762990.00,true,2025-08-13
5627,Mardhiyah Salsabila,viman.prastuti@gmail.com,Dynamic Identity Architect,Sidenreng,22,3618844.00,true,2025-12-03
5628,Harini Wulandari,kala46@gmail.com,Chief Response Associate,Rembang,64,22411397.00,false,2025-08-22
5629,Halim Ihsan,irnanto.arifin46@gmail.com,Legacy Metrics Consultant,Bau-Bau,61,16206673.00,false,2026-02-04
5630,Haikal Mahfud,jabal.zulkarnain74@gmail.com,Internal Marketing Engineer,Tigaraksa,40,24775292.00,true,2025-08-12
5631,Prayoga Karja,artawan_fernanda60@yahoo.co.id,Corporate Data Agent,Jeneponto,34,5500208.00,true,2026-01-24
5632,Dwi Dwi Harini,ina27@yahoo.co.id,Investor Markets Executive,Unaaha,57,18044978.00,true,2026-01-26
5633,Herlambang Karja,raden39@yahoo.co.id,Lead Accountability Architect,Kefamenanu,20,17164319.00,false,2025-12-14
5634,Rendy Rendy Habibi,limar.azzahra58@yahoo.com,Central Response Planner,Cibinong,21,3245750.00,true,2025-12-18
5635,Maryati Rahayu,damar80@yahoo.com,Senior Accounts Agent,Garut,45,19214626.00,true,2026-01-04
5636,Irma Irma Salsabilla,taufik.lesmana@yahoo.co.id,Lead Optimization Architect,Karanganyar,19,17350751.00,false,2025-07-17
5637,Nainggolan Ikhsan,jamal_marpaung93@gmail.com,National Creative Producer,Palu,23,16199559.00,true,2025-04-23
5638,Utama Utama Maryadi,ratna15@gmail.com,Chief Division Liaison,Soe,19,19316007.00,true,2025-12-08
5639,Nashiruddin Cayadi,hana_elvina53@gmail.com,Dynamic Optimization Liaison,Kolaka,57,24296023.00,false,2025-12-09
5640,Gatot Budiman,usman.tampubolon@gmail.com,Regional Quality Manager,Ende,27,13388687.00,true,2026-02-05
5641,Ananda Sintia,cahyanto_jelita44@yahoo.com,National Group Director,Lewoleba,52,15948452.00,false,2025-08-16
5642,Devi Maheswari,natalia.febrianti@gmail.com,Corporate Markets Representative,Palu,42,19640828.00,false,2025-05-05
5643,Mahendra Galang,hadi.lestari@gmail.co.id,Lead Accounts Facilitator,Soreang,23,23498759.00,true,2026-01-12
5644,Prasasta Rosman,mahfud_habibi@gmail.com,Senior Interactions Designer,Salatiga,28,13295293.00,false,2025-07-06
5645,Febriana Febriana Zulaika,rusman13@yahoo.com,National Operations Developer,Demak,35,17292607.00,false,2026-03-03
5646,Sudiati Vera,luwes.laksmiwati@gmail.com,Corporate Operations Liaison,Dompu,39,14174839.00,false,2025-05-30
5647,Nur Nur Wahyuni,eka_nugraha28@gmail.co.id,Legacy Paradigm Developer,Jember,50,6981859.00,false,2026-03-23
5648,Umi Febrianti,adinata_handoko@gmail.com,Human Security Producer,Kotamobagu,29,18150293.00,false,2025-04-18
5649,Lestari Eka,caturangga_yulianti10@gmail.com,Chief Functionality Analyst,Serang,27,23570367.00,true,2025-11-27
5650,Utami Rahmi,amelia_andriani@yahoo.com,Future Integration Liaison,Mamuju,34,14933232.00,false,2026-02-01
5651,Ganjaran Herlambang,sintia92@gmail.com,Forward Accounts Engineer,Bolaang Uki,38,10326002.00,false,2025-11-12
5652,Kasim Kasim Firmansyah,vino.simanjuntak34@yahoo.com,International Functionality Manager,Sleman,51,9484078.00,false,2025-08-20
5653,Indira Indira Utami,jessica.tarihoran50@yahoo.co.id,Investor Usability Strategist,Temanggung,24,6231478.00,false,2025-12-21
5654,Diah Afifah,febi.abimanyu4@yahoo.com,Dynamic Configuration Associate,Purbalingga,34,20195501.00,true,2025-06-27
5655,Kasim Marpaung,salimah.habibi75@gmail.com,Principal Communications Orchestrator,Jepara,62,22639016.00,true,2025-08-05
5656,Agus Agus Wijaya,halima.haryanto27@gmail.com,National Intranet Analyst,Sengkang,22,16609128.00,false,2025-07-27
5657,Sinaga Irwan,harsana11@gmail.co.id,Internal Accounts Director,Mbay,50,17672137.00,false,2026-03-04
5658,Dina Dina Sudiati,dewi.tampubolon21@yahoo.com,Global Accounts Facilitator,Singaraja,30,19389426.00,false,2025-06-15
5659,Anita Mahestri,jaya_pranowo53@gmail.co.id,Lead Identity Assistant,Boyolali,36,18622702.00,false,2025-10-07
5660,Cakrabuana Cakrabuana Lesmana,tri67@gmail.co.id,Investor Usability Orchestrator,Ambarawa,26,10855273.00,false,2025-12-29
5661,Pranata Sabian,bahuraksa_mulyani1@gmail.co.id,Dynamic Response Engineer,Mojokerto,19,20781569.00,true,2026-02-08
5662,Afifah Tsabita,ajiono30@yahoo.com,Human Implementation Technician,Sleman,46,21332000.00,true,2025-04-14
5663,Dirgantara Karta,puspa.hartati@gmail.com,Customer Data Specialist,Waibakul,27,19270668.00,true,2025-08-17
5664,Riyanti Padma,safina_yulianto17@gmail.co.id,Forward Accounts Designer,Brebes,55,6820090.00,true,2025-12-23
5665,Galak Purnawarman,ivan56@yahoo.co.id,Corporate Web Officer,Bajawa,38,13329792.00,false,2025-12-12
5666,Dadi Arifin,digdaya94@yahoo.com,Dynamic Applications Planner,Indramayu,49,15603276.00,true,2025-05-17
5667,Febriana Hasanah,ika.rahardian@yahoo.com,Dynamic Branding Technician,Pare,19,21164341.00,false,2025-11-09
5668,Lasmono Lasmono Nashiruddin,chelsea_nugraha@gmail.co.id,Principal Configuration Engineer,Kepanjen,38,13994723.00,true,2025-10-04
5669,Humaira Humaira Nasyidah,edi38@yahoo.com,Internal Quality Representative,Situbondo,65,18462617.00,false,2025-10-20
5670,Prastuti Kamila,betania.utami@yahoo.co.id,Human Tactics Representative,Cilegon,23,20071786.00,true,2025-07-18
5671,Septi Melani,cornelia61@gmail.com,Central Implementation Agent,Tigaraksa,29,22870017.00,true,2025-07-08
5672,Unggul Unggul Rayhan,banawa.hardiansyah56@gmail.com,Chief Markets Administrator,Pasuruan,53,16340353.00,false,2025-06-02
5673,Victoria Melani,febriana72@yahoo.com,Senior Creative Planner,Benteng,23,23674984.00,true,2026-03-17
5674,Nimas Nimas Ananda,eka67@yahoo.co.id,District Brand Assistant,Tilamuta,19,10254635.00,true,2025-11-18
5675,Septi Septi Saputri,gading31@yahoo.com,District Assurance Officer,Wonosobo,49,18803659.00,true,2025-06-19
5676,Umaya Mustofa,cindy_wulandari48@yahoo.co.id,Direct Brand Officer,Dompu,33,11777584.00,true,2025-12-08
5677,Hasanah Calista,yance0@gmail.com,Global Markets Assistant,Banjar (Jawa Barat),60,13470549.00,false,2025-09-21
5678,Liman Aswandi,puti.putra@gmail.com,Corporate Assurance Executive,Bumiayu,53,10889038.00,true,2025-06-03
5679,Lalita Oktaviani,irma.abimanyu69@gmail.co.id,International Usability Specialist,Wonosobo,23,16353469.00,false,2026-01-05
5680,Riyanti Tania,kariman22@gmail.com,Direct Integration Executive,Pasuruan,49,12995862.00,true,2025-09-21
5681,Kuswoyo Putu,prita_hermawan44@yahoo.com,Future Infrastructure Specialist,Anyer,32,12669557.00,false,2025-06-17
5682,Permata Karen,mujur.wastuti42@gmail.co.id,National Accountability Facilitator,Gresik,56,19914886.00,true,2026-03-21
5683,Ramadhani Halima,ilsa_sihotang32@gmail.com,Direct Accounts Director,Surakarta,55,8358546.00,false,2025-10-09
5684,Sari Fujiati,bakti.saragih@gmail.co.id,National Tactics Agent,Pemalang,25,18642638.00,true,2025-06-25
5685,Lembah Simbolon,aditya_wijayanti98@gmail.com,Investor Metrics Coordinator,Sidayu,27,16484555.00,false,2025-08-02
5686,Pranata Pranata Iswahyudi,edison_prakasa69@yahoo.co.id,National Integration Representative,Tahuna,44,7893385.00,false,2025-05-10
5687,Permadi Cakrawangsa,lurhur.saefullah8@yahoo.co.id,Internal Division Developer,Tahuna,50,5576184.00,true,2025-05-19
5688,Satria Atma,kayun.prasetya@gmail.co.id,Lead Interactions Consultant,Bau-Bau,64,19568332.00,true,2025-06-21
5689,Oliva Oliva Damayanti,calista_mulyani@gmail.co.id,Human Interactions Agent,Banjarnegara,59,18307653.00,true,2025-12-03
5690,Purwanti Jasmin,hendra75@yahoo.co.id,Customer Research Supervisor,Cibinong,43,16713762.00,true,2026-02-10
5691,Leilani Suci,harsana_saputri27@yahoo.co.id,Dynamic Assurance Supervisor,Trenggalek,43,4486605.00,false,2025-11-14
5692,Melinda Hesti,nada.handoko@gmail.com,Future Factors Liaison,Amurang,42,6965635.00,false,2025-11-18
5693,Mala Mala Nurlaela,bagus_yanuar21@gmail.com,Internal Response Analyst,Palopo,36,12261194.00,true,2025-12-16
5694,Jessica Jessica Kusuma,ridwan93@gmail.co.id,Dynamic Marketing Consultant,Bitung,43,3569117.00,false,2025-05-24
5695,Dwi Kusuma,gasti20@gmail.com,Product Branding Representative,Tangerang Selatan,54,7838194.00,true,2025-05-26
5696,Maras Sabian,maria_kahyang@gmail.co.id,National Security Analyst,Tondano,33,3007275.00,false,2026-03-11
5697,Rayhan Dalimin,murti89@gmail.co.id,Regional Intranet Agent,Bangli,63,14308856.00,false,2026-03-25
5698,Natalia Natalia Wastuti,emong_astuti@yahoo.co.id,District Research Facilitator,Sragen,60,18951825.00,true,2026-03-09
5699,Febian Harsana,pia_padmasari@gmail.co.id,Product Mobility Director,Purwokerto,34,18967477.00,true,2025-07-20
5700,Wulandari Hamima,ganjaran78@yahoo.co.id,National Accountability Consultant,Anyer,54,11643360.00,true,2026-03-21
5701,Wijayanti Dwi,elvin_mayasari47@yahoo.com,Human Mobility Specialist,Sragen,59,24244213.00,true,2026-01-10
5702,Himawan Himawan Sinaga,janet71@gmail.co.id,Chief Brand Engineer,Tahuna,42,8346659.00,true,2025-07-11
5703,Aryani Tsabita,michelle67@yahoo.com,Senior Integration Assistant,Pandeglang,26,14511617.00,true,2025-06-26
5704,Napitupulu Enteng,betania80@gmail.com,Future Functionality Specialist,Baa,65,5021794.00,false,2025-09-30
5705,Yolanda Paris,gaman.elvina@yahoo.com,National Functionality Facilitator,Makale,47,15878697.00,false,2025-09-24
5706,Zelda Zelda Fernanda,gamblang22@yahoo.com,Global Program Strategist,Cilegon,34,12563510.00,true,2026-03-14
5707,Tampubolon Taswir,jabal.andini@yahoo.co.id,Legacy Accountability Designer,Banjarnegara,34,5913012.00,true,2025-04-29
5708,Yoga Ardana,lestari.airlangga63@yahoo.com,Principal Identity Specialist,Pare-Pare,44,21525029.00,true,2025-07-14
5709,Napitupulu Gaman,ratna.permadi@yahoo.com,Principal Metrics Representative,Rantepao,22,7170914.00,true,2025-12-05
5710,Putri Laras,ian_leilani27@gmail.co.id,Forward Accountability Liaison,Bajawa,58,21782431.00,false,2025-04-16
5711,Jaeman Januar,kenzie_fathina68@yahoo.co.id,District Mobility Administrator,Singaraja,54,14894909.00,false,2025-08-01
5712,Laksita Laksita Mahestri,kairav76@gmail.co.id,Future Markets Producer,Kolaka,26,11522933.00,true,2025-09-26
5713,Afifah Michelle,nimas_zahrah59@gmail.com,Forward Accounts Developer,Buol,18,16253634.00,true,2025-04-22
5714,Kawaya Kawaya Lesmana,asmadi.hartati@gmail.com,Central Group Consultant,Pasangkayu,34,19564899.00,false,2025-10-23
5715,Salwa Maheswari,indira90@gmail.co.id,Corporate Quality Manager,Kota Raha,42,24764380.00,false,2025-12-17
5716,Andini Ratna,hadi.wasita@gmail.co.id,Global Security Engineer,Sukoharjo,57,20998490.00,true,2025-11-25
5717,Jane Agustina,yessi.azzahra@yahoo.com,Senior Identity Producer,Soe,43,20548341.00,false,2025-06-22
5718,Dwi Rahmawati,maida.firmansyah73@yahoo.com,International Group Engineer,Melonguane,49,7844505.00,false,2025-12-22
5719,Rusman Rusman Nanda,lanjar85@yahoo.com,Chief Response Strategist,Blora,61,3958945.00,false,2025-10-18
5720,Yanuar Ajiono,eja_yolanda70@yahoo.com,Principal Intranet Representative,Watampone,42,5050717.00,true,2025-09-20
5721,Puspasari Vivi,cinta_purnawati@gmail.com,Forward Metrics Agent,Cikarang,37,14320153.00,false,2025-04-28
5722,Gina Gina Kusmawati,cinta_lesmana@yahoo.com,Regional Mobility Executive,Manado,28,19654515.00,false,2025-08-20
5723,Putri Oktaviani,atma37@gmail.com,Regional Data Specialist,Badung,21,24325771.00,true,2026-02-22
5724,Yuniar Lala,darmanto.hastuti97@yahoo.com,Central Mobility Engineer,Kendari,18,15227331.00,true,2025-08-01
5725,Samiah Aryani,salsabila.rahmawati@gmail.com,Human Accountability Analyst,Enrekang,51,3130233.00,false,2025-04-12
5726,Shakila Shakila Laksita,kamila59@yahoo.com,Regional Accountability Producer,Yogyakarta,33,20003265.00,true,2025-11-08
5727,Danang Wijaya,eluh63@yahoo.com,Senior Applications Coordinator,Bojonegoro,51,3515983.00,false,2025-05-15
5728,Muhammad Muhammad Tamba,eka.nurlaela@yahoo.co.id,International Response Architect,Donggala,19,17611320.00,false,2025-06-10
5729,Saraswati Betania,nurul.saragih21@yahoo.co.id,Product Operations Assistant,Buol,46,9465163.00,true,2025-12-24
5730,Carla Carla Juwita,akarsana.safitri@yahoo.com,Chief Operations Specialist,Kolaka,60,22022259.00,false,2026-01-25
5731,Dinda Dinda Anjani,hendra19@yahoo.co.id,Global Tactics Orchestrator,Palopo,64,20587268.00,true,2026-02-02
5732,Widiastuti Kartika,tina_sudrajat@yahoo.co.id,Regional Data Administrator,Pandeglang,65,21222826.00,false,2025-09-16
5733,Kayla Kayla Mahestri,jono65@yahoo.com,Corporate Assurance Specialist,Purwokerto,42,21772360.00,true,2025-07-19
5734,Fathonah Susanti,safira96@yahoo.co.id,Internal Integration Supervisor,Tabanan,22,4841686.00,false,2025-12-19
5735,Endra Endra Tamba,ulya_ardianto6@gmail.co.id,Senior Factors Consultant,Toli Toli,29,4011413.00,false,2025-04-22
5736,Aswani Hermawan,garang_suwarno86@gmail.com,Senior Intranet Representative,Caruban,65,9911767.00,true,2026-01-11
5737,Winarsih Maria,genta.aryanti7@gmail.co.id,Human Brand Representative,Baa,29,13392272.00,true,2025-07-19
5738,Carla Kusmawati,koko.melinda@gmail.com,Chief Usability Facilitator,Ruteng,63,24828688.00,false,2025-08-15
5739,Situmorang Embuh,ajiman8@yahoo.co.id,Internal Paradigm Consultant,Rangkasbitung,53,11727242.00,true,2026-03-06
5740,Usada Cinthia,tomi.purnawati@yahoo.com,Future Mobility Assistant,Purworejo,24,14858041.00,false,2025-04-15
5741,Vega Firmansyah,heru_manullang@yahoo.com,Internal Marketing Manager,Jepara,65,16878439.00,true,2025-11-28
5742,Vanesa Vanesa Salsabilla,karman51@gmail.com,Human Branding Liaison,Pinrang,62,13929618.00,false,2025-11-07
5743,Gawati Suartini,uchita51@yahoo.co.id,Investor Group Analyst,Banyumas,26,16498777.00,false,2025-07-12
5744,Ningrum Victoria,dwi.widodo94@gmail.com,National Tactics Analyst,Mbay,62,12006737.00,true,2025-10-28
5745,Gina Gina Purnawati,nasrullah92@gmail.com,Customer Tactics Administrator,Purwokerto,39,17733620.00,true,2025-09-12
5746,Alamsyah Teddy,digdaya_simbolon@yahoo.com,Legacy Paradigm Developer,Cianjur,21,6848598.00,false,2025-04-16
5747,Riyanti Nadia,jarwa78@yahoo.co.id,Legacy Accounts Developer,Sidoarjo,22,21042101.00,false,2025-10-28
5748,Kusmawati Rahayu,nilam_usada80@gmail.co.id,Dynamic Division Assistant,Cianjur,41,9347651.00,true,2025-06-29
5749,Nurlaela Lili,gaman.wahyuni@gmail.com,Central Data Agent,Jember,23,18164465.00,true,2025-04-08
5750,Samiah Melinda,kunthara89@yahoo.com,Future Implementation Supervisor,Kolaka,21,21798663.00,true,2025-09-14
5751,Wardaya Himawan,emong24@gmail.com,Future Configuration Assistant,Melonguane,20,22788543.00,true,2025-11-12
5752,Kartika Kartika Nathania,marsudi_febian@yahoo.co.id,Regional Configuration Supervisor,Wates,53,23477577.00,false,2025-11-30
5753,Mahdi Sitompul,nimas_wardana@gmail.com,Product Security Supervisor,Temanggung,23,18244582.00,true,2025-05-21
5754,Manah Megantara,hasim.darmawan12@yahoo.co.id,Legacy Division Director,Klaten,59,22981034.00,false,2025-12-20
5755,Tania Tania Nasyiah,bajragin.kahyang67@yahoo.co.id,Chief Applications Assistant,Donggala,42,7083325.00,true,2026-03-09
5756,Dina Dina Aryani,linda.halimah79@yahoo.co.id,Investor Usability Facilitator,Wlingi,64,9611969.00,true,2025-10-03
5757,Nasyiah Qori,jarwi.wijayanti@gmail.co.id,Regional Accountability Consultant,Malang,59,13214217.00,false,2026-03-05
5758,Oliva Afifah,karimah33@gmail.co.id,Chief Applications Executive,Sragen,51,6752427.00,true,2026-01-09
5759,Prasasta Bakijan,tari.thamrin11@yahoo.co.id,District Program Producer,Mungkid,61,4557481.00,false,2025-10-15
5760,Ifa Ifa Wulandari,latika.laksmiwati@yahoo.co.id,Principal Solutions Facilitator,Barru,27,18028609.00,true,2025-07-12
5761,Novita Novita Lailasari,gamblang.saraswati99@gmail.co.id,Investor Group Officer,Wangi Wangi,36,6776918.00,true,2026-02-04
5762,Mumpuni Mumpuni Kurniawan,tomi_maryati53@gmail.co.id,Future Marketing Director,Majene,39,8596933.00,true,2026-03-13
5763,Thamrin Cahyanto,halim64@yahoo.co.id,Product Identity Planner,Bumiayu,30,5990957.00,false,2025-08-03
5764,Prasetyo Heru,hari89@yahoo.co.id,Human Paradigm Orchestrator,Pinrang,39,21895046.00,false,2026-01-17
5765,Opung Opung Kuswoyo,nasrullah13@yahoo.com,Lead Directives Producer,"Negara,Bali",52,4980052.00,false,2025-09-19
5766,Najmudin Mursita,hani_kusuma56@yahoo.com,Product Configuration Architect,Pasangkayu,42,15715431.00,false,2025-04-18
5767,Karen Karen Andini,hardana_lazuardi40@gmail.co.id,Internal Intranet Consultant,Sumbawa Besar,33,11445689.00,false,2025-11-16
5768,Warsa Hermawan,kurnia70@yahoo.com,Dynamic Response Manager,Lewoleba,53,6283012.00,true,2026-03-17
5769,Puspa Hariyah,zamira_sudrajat@gmail.com,Direct Response Analyst,Malili,29,7785223.00,false,2025-06-28
5770,Kusumo Estiawan,aurora6@yahoo.co.id,Customer Configuration Analyst,Sinjai,44,16492839.00,false,2025-11-28
5771,Aryani Zalindra,margana38@yahoo.co.id,District Data Strategist,Magetan,39,21128074.00,false,2025-11-22
5772,Vera Vera Fujiati,gabriella.wastuti6@gmail.co.id,Regional Division Orchestrator,Palu,27,3417642.00,false,2025-05-20
5773,Ifa Yuliarti,tania51@yahoo.co.id,Regional Accountability Associate,Sunggu Minasa,37,11724062.00,true,2025-07-16
5774,Anastasia Rahimah,sarah41@gmail.co.id,Dynamic Intranet Orchestrator,Mamuju,30,24266187.00,true,2025-06-26
5775,Ganep Prasetyo,emong.prasetya80@gmail.co.id,Central Intranet Orchestrator,Dompu,31,19045287.00,true,2025-08-03
5776,Kemal Kemal Prasetya,gawati5@gmail.com,Legacy Applications Analyst,Benteng,19,10621246.00,true,2026-02-24
5777,Widiastuti Natalia,jagapati47@yahoo.com,Lead Interactions Consultant,Masamba,21,3379930.00,false,2026-02-03
5778,Belinda Prastuti,ganep.waskita@yahoo.co.id,Internal Accounts Director,Bangil,51,19914132.00,false,2025-12-21
5779,Hardiansyah Mumpuni,puput.mahendra86@yahoo.com,Global Accounts Associate,Batu,59,13715594.00,true,2025-07-27
5780,Aurelia Karen,diah.novitasari83@gmail.com,Future Paradigm Officer,Tangerang Selatan,47,17461111.00,false,2025-11-18
5781,Samosir Among,yessi_nathania@gmail.com,Future Quality Assistant,Mungkid,42,7126613.00,false,2026-01-03
5782,Ardianto Rizki,yani93@yahoo.com,Corporate Communications Developer,Tigaraksa,40,6120408.00,true,2025-12-05
5783,Xanana Antoni,adinata.aqila24@gmail.com,Regional Branding Designer,Taliwang,53,16216677.00,true,2025-07-22
5784,Karja Karja Agustian,laksana.laksmiwati63@gmail.co.id,Lead Assurance Developer,Soreang,25,14342748.00,false,2025-08-01
5785,Alika Usamah,mustika.lesmana@gmail.com,Principal Communications Analyst,Caruban,38,19119016.00,false,2025-07-01
5786,Tri Tri Fernanda,elon_handayani10@yahoo.co.id,Legacy Interactions Liaison,Salatiga,39,9454632.00,true,2025-06-29
5787,Gamanto Gamanto Suwarno,queen.jailani@gmail.co.id,Internal Markets Consultant,Ende,58,11733501.00,true,2025-08-31
5788,Zulkarnain Edi,vanya.mustika@gmail.co.id,Senior Integration Specialist,Bangil,23,4668218.00,true,2026-03-13
5789,Siregar Koko,darimin.namaga@yahoo.co.id,Senior Accounts Director,Cibinong,44,5853078.00,true,2025-06-14
5790,Kartika Kartika Salsabilla,mursinin52@gmail.co.id,Investor Solutions Strategist,Sukoharjo,19,11316258.00,true,2025-08-14
5791,Wisnu Aswandi,zelda98@gmail.com,Lead Solutions Representative,Pangkajene,43,3564664.00,true,2026-02-13
5792,Belinda Yolanda,gabriella_natsir@yahoo.co.id,Legacy Intranet Executive,Boyolali,23,14521918.00,true,2025-04-30
5793,Yolanda Linda,widya.halimah19@yahoo.co.id,Legacy Factors Strategist,Trenggalek,44,5012253.00,true,2026-03-22
5794,Febriana Febriana Puspita,shakila82@gmail.co.id,Chief Functionality Orchestrator,Ende,52,24948585.00,true,2025-04-08
5795,Marbun Harjaya,umaya.prayoga56@gmail.com,Lead Metrics Coordinator,Waingapu,53,15347452.00,false,2025-10-24
5796,Balapati Balapati Setiawan,ilsa_ananda@yahoo.co.id,Future Solutions Assistant,Unaaha,29,18579525.00,false,2026-02-22
5797,Fathina Jane,fara.sihotang76@gmail.co.id,International Usability Producer,Atambua,34,21467093.00,true,2025-11-23
5798,Jane Wahyuni,ditya.sitompul96@gmail.com,Chief Intranet Technician,Maumere,53,7677307.00,false,2026-01-11
5799,Anjani Sherly,sarah.widiastuti@yahoo.co.id,Lead Brand Manager,Garut,49,14994965.00,false,2025-08-01
